id,title,description,category,brand,price,text
15245435," ""Gigaram CDW 32GB 50p CF CompactFlash C"""," ""CDW 32GB 50p CF CompactFlash C""",Computers_and_Accessories,"""Gigaram""","""17.85"", ""USD"""," ""Gigaram CDW 32GB 50p CF CompactFlash C""  ""CDW 32GB 50p CF CompactFlash C"""
12417345," ""Corsair Flash Voyager Slider X2 128 GB USB 3.0 Drive - Blue ""@en | CMFSL3X2-128GB Novatech""@en","""Null""@en ",Computers_and_Accessories,"""Corsair""@en",," ""Corsair Flash Voyager Slider X2 128 GB USB 3.0 Drive - Blue ""@en | CMFSL3X2-128GB Novatech""@en ""Null""@en "
7900893," ""Transcend Ultimate - flash memory card 32 GB microSDHC UHS-I"" "" Transcend UHS-I TS32GUSDU3 Flash Memory Cards CDW.com","""Transcend's SDXC/SDHC UHS-I Speed Class 3 (U3) 633x microSD cards provide the performance and capacity necessary to harness the full power of your UHS-I compliant smartphones, tablets, digital cameras and camcorders. Capable of reaching incredible read and write speeds of up to 95MB/s and 85MB/s, these cards can easily capture ultra-high quality 4K and 3D recording and significantly reduce the time it takes to transfer videos to your computer. Additionally, the top-tier MLC NAND flash chips inside provide consistent long-life durability and endurance."" ",Computers_and_Accessories,,"""$"", ""32.99"""," ""Transcend Ultimate - flash memory card 32 GB microSDHC UHS-I"" "" Transcend UHS-I TS32GUSDU3 Flash Memory Cards CDW.com ""Transcend's SDXC/SDHC UHS-I Speed Class 3 (U3) 633x microSD cards provide the performance and capacity necessary to harness the full power of your UHS-I compliant smartphones, tablets, digital cameras and camcorders. Capable of reaching incredible read and write speeds of up to 95MB/s and 85MB/s, these cards can easily capture ultra-high quality 4K and 3D recording and significantly reduce the time it takes to transfer videos to your computer. Additionally, the top-tier MLC NAND flash chips inside provide consistent long-life durability and endurance."" "
13036398," ""Null"" ""122633-001 - FAN CHASSIS 120MM 130"""," ""Description:Fan: Fan - Chassis 120MM 130CFM V/Speed 3BLPart Number(s) Manufacturer Part# 122633-001""",Computers_and_Accessories,"""HP Enterprise""","""USD"", ""$139.95"""," ""Null"" ""122633-001 - FAN CHASSIS 120MM 130""  ""Description:Fan: Fan - Chassis 120MM 130CFM V/Speed 3BLPart Number(s) Manufacturer Part# 122633-001"""
12794352," ""Apple iMac 27-inch 3.2GHz Quad-core i5 (Late 2012) MD096LL/A"" ""iMac 27"" | macofalltrades""","""
Apple Part Number: MD096LL/A

Hardware Configuration
27-inch LED-backlit glossy widescreen TFT LCD display with IPS, 2560x1440 resolution3.2GHz quad-core Intel Core i5 processor with Turbo Boost up to 3.6GHz8.0GB (4x2.0GB) PC3-12800 (1600MHz) DDR3 SO-DIMM, supports up to 32.0GB1.0TB Fusion DriveNVIDIA Geforce GTX 680MX graphics with 2.0GB GDDR5 memoryAirPort Extreme wireless card (802.11n)Bluetooth 4.0Built-in FaceTime HD camera2- Thunderbolt ports4- USB 3.0 ports1- Ethernet port1- Secure Digital (SDXC) slotPower Cable Included"" ",Computers_and_Accessories,"""Null""",," ""Apple iMac 27-inch 3.2GHz Quad-core i5 (Late 2012) MD096LL/A"" ""iMac 27"" | macofalltrades"" ""
Apple Part Number: MD096LL/A

Hardware Configuration
27-inch LED-backlit glossy widescreen TFT LCD display with IPS, 2560x1440 resolution3.2GHz quad-core Intel Core i5 processor with Turbo Boost up to 3.6GHz8.0GB (4x2.0GB) PC3-12800 (1600MHz) DDR3 SO-DIMM, supports up to 32.0GB1.0TB Fusion DriveNVIDIA Geforce GTX 680MX graphics with 2.0GB GDDR5 memoryAirPort Extreme wireless card (802.11n)Bluetooth 4.0Built-in FaceTime HD camera2- Thunderbolt ports4- USB 3.0 ports1- Ethernet port1- Secure Digital (SDXC) slotPower Cable Included"" "
587184," ""SanDisk 128 GB CF Extreme Pro 160MB/s - SDCFXPS-128G-X46"""," resolution you&rsquo;ll be ready for more RAW+JPEG and Full HD video too even in 3D&dagger;. Trust SanDisk&reg; to get out of your professional digital SLR camera.<br /> <br * Up 100 MB/s write speed; read speed lower. Based on SanDisk internal testing; performance may lower depending upon host device.<br 1 megabyte (MB) = million bytes. X 150 KB/sec.<br ** gigabyte (GB) billion Some capacity not available data storage.<br *** 30 years warranty Germany regions recognizing lifetime limited warranty.<br &dagger; (1920x1080x30fps) content other factors.<br Video Performance Guarantee enabled ensure video&dagger; recording at 20 MB/sec minimum sustained speed. =<br bytes."" ""Sandisk SDCFXP-128G-X46 (SDCFXP128GX46) 128GB CF Extreme Pro 100MB/s Compact Flash Card<br Extreme&reg; Pro&trade; CompactFlash&reg; 128 GB card. With lightning-fast (up MB/sec* write) file size able capture frames per second with (VPG) &dagger;&dagger; 3D support vary based device allowing you performance&mdash;get DSLR camera. And up to<br GB** storage bit rate compression",Computers_and_Accessories,"""SanDisk""","""0.00"", ""GBP"""," ""SanDisk 128 GB CF Extreme Pro 160MB/s - SDCFXPS-128G-X46""  resolution you&rsquo;ll be ready for more RAW+JPEG and Full HD video too even in 3D&dagger;. Trust SanDisk&reg; to get out of your professional digital SLR camera.<br /> <br * Up 100 MB/s write speed; read speed lower. Based on SanDisk internal testing; performance may lower depending upon host device.<br 1 megabyte (MB) = million bytes. X 150 KB/sec.<br ** gigabyte (GB) billion Some capacity not available data storage.<br *** 30 years warranty Germany regions recognizing lifetime limited warranty.<br &dagger; (1920x1080x30fps) content other factors.<br Video Performance Guarantee enabled ensure video&dagger; recording at 20 MB/sec minimum sustained speed. =<br bytes."" ""Sandisk SDCFXP-128G-X46 (SDCFXP128GX46) 128GB CF Extreme Pro 100MB/s Compact Flash Card<br Extreme&reg; Pro&trade; CompactFlash&reg; 128 GB card. With lightning-fast (up MB/sec* write) file size able capture frames per second with (VPG) &dagger;&dagger; 3D support vary based device allowing you performance&mdash;get DSLR camera. And up to<br GB** storage bit rate compression"
6112730," ""HP Pavilion 570-p060na Desktop""@en"," this HP Pavilion is the best thing to happen towers in over 20 years. Windows 10 Home 64; Intel® Core™ i5-7400 (3 GHz base frequency has shaken up category. From its eye-catching "" While other have been standing still 6 MB cache full performance and reliability 4 cores); AMD Radeon™ R5 435 (2 GB GDDR5 dedicated); 8GB memory with 256GB PCIe® SSD 2TB storage; USB Mouse & Keyboard included; 3-in-1 Card Reader; Wireless Bluetooth®; ""@en 3.5 Turbo Boost Technology space saving design",Computers_and_Accessories,,"""GBP""@en, ""649.00""@en"," ""HP Pavilion 570-p060na Desktop""@en  this HP Pavilion is the best thing to happen towers in over 20 years. Windows 10 Home 64; Intel® Core™ i5-7400 (3 GHz base frequency has shaken up category. From its eye-catching "" While other have been standing still 6 MB cache full performance and reliability 4 cores); AMD Radeon™ R5 435 (2 GB GDDR5 dedicated); 8GB memory with 256GB PCIe® SSD 2TB storage; USB Mouse & Keyboard included; 3-in-1 Card Reader; Wireless Bluetooth®; ""@en 3.5 Turbo Boost Technology space saving design"
12750467," ""Crucial - 8GB (1 x 8GB) DDR4-2133 Memory"" Memory (CT8G4DFS8213) PCPartPicker Australia""",,Computers_and_Accessories,"""Crucial""",," ""Crucial - 8GB (1 x 8GB) DDR4-2133 Memory"" Memory (CT8G4DFS8213) PCPartPicker Australia"" "
11955278," ""NZXT Phantom 530 Full ATX Steel Tower Case 3X5.25 6X3.5INT 6X2.5INT USB3.0 *No PSU* - Matte Black"" Black NCIX""",,Computers_and_Accessories,,," ""NZXT Phantom 530 Full ATX Steel Tower Case 3X5.25 6X3.5INT 6X2.5INT USB3.0 *No PSU* - Matte Black"" Black NCIX"" "
14305797," ""341-1237 Dell 36-GB U320 SCSI HP 15K w/9D988"", ""Null"" ""New 341-1237 w/9D988 5 Pack Wholesale Price 341-1237-5Pack""","""Description:5 x 36GB Ultra320 3.5-inch SCSI Hot-Plug 15K Dell Hard Drive in Dell 9D9883.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s)Manufacturer Part# 341-1237"" ",Computers_and_Accessories,"""Dell""",," ""341-1237 Dell 36-GB U320 SCSI HP 15K w/9D988"", ""Null"" ""New 341-1237 w/9D988 5 Pack Wholesale Price 341-1237-5Pack"" ""Description:5 x 36GB Ultra320 3.5-inch SCSI Hot-Plug 15K Dell Hard Drive in Dell 9D9883.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s)Manufacturer Part# 341-1237"" "
17019780," ""Transcend TS64GUSDU1 CYT 64GB 8p MSDXC 400x Class 10 UHS-1 U1 Transcend Premium Micro Secure Digital"""," ""TS64GUSDU1 CYT 64GB 8p MSDXC 400x Class 10 UHS-1 U1 Transcend Premium Micro Secure Digital Extended Capacity Card w/ Adapter Retail""",Computers_and_Accessories,"""Transcend""","""19.98"", ""USD"""," ""Transcend TS64GUSDU1 CYT 64GB 8p MSDXC 400x Class 10 UHS-1 U1 Transcend Premium Micro Secure Digital""  ""TS64GUSDU1 CYT 64GB 8p MSDXC 400x Class 10 UHS-1 U1 Transcend Premium Micro Secure Digital Extended Capacity Card w/ Adapter Retail"""
10433," "" Crucial - DDR3L 4 GB SO-DIMM 204-pin ""@en, ""Crucial 204-pin""@en Specs CNET""@en",,Computers_and_Accessories,"""Null""@en, ""Crucial Technology""@en",," "" Crucial - DDR3L 4 GB SO-DIMM 204-pin ""@en, ""Crucial 204-pin""@en Specs CNET""@en "
11636707," ""349237-B21 HP 80-GB 1.5G 7.2K 3.5 SATA HDD"" ""DL320 G5p 349237-B21 HDD Part# DL320 G5p-349237-B21""","""Description:80GB Hot-Plug Serial ATA (SATA) 1.5GB/s Hard Drive 7200 RPM 3.5-inch form factor 1.0 inch highIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SATA ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s)
Option Part# 349237-B21
Spare Part# 397551-001
Spare Part# 353042-001
Assembly Part# 332649-002
Assembly Part# 391333-002
Assembly Part# 391333-004
Assembly Part# 440300-001
Assembly Part# 407525-001
Assembly Part# 431688-001
Model# 6L080M0
Model# 6Y080M0
Model# FB080C4080
Model# ST3808110AS
Model# WD800AAJS-70TDA0"" ",Computers_and_Accessories,"""HP Enterprise""",," ""349237-B21 HP 80-GB 1.5G 7.2K 3.5 SATA HDD"" ""DL320 G5p 349237-B21 HDD Part# DL320 G5p-349237-B21"" ""Description:80GB Hot-Plug Serial ATA (SATA) 1.5GB/s Hard Drive 7200 RPM 3.5-inch form factor 1.0 inch highIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SATA ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s)
Option Part# 349237-B21
Spare Part# 397551-001
Spare Part# 353042-001
Assembly Part# 332649-002
Assembly Part# 391333-002
Assembly Part# 391333-004
Assembly Part# 440300-001
Assembly Part# 407525-001
Assembly Part# 431688-001
Model# 6L080M0
Model# 6Y080M0
Model# FB080C4080
Model# ST3808110AS
Model# WD800AAJS-70TDA0"" "
8809847," ""Gigabyte Radeon RX 580 Gaming 4096MB GDDR5 PCI-Express Graphics Card""@en ""▷ Gigabyte Graph… | OcUK""@en","""GV-RX580GAMING-4GD, Boost: 1355MHz, Memory: 4096MB 7000MHz GDDR5, Stream Processors: 2304, DirectX 12 Support, AMD CrossFire, AMD Eyefinity, VR Ready Premium, 3 Years Warranty""@en ",Computers_and_Accessories,"""Gigabyte""@en",," ""Gigabyte Radeon RX 580 Gaming 4096MB GDDR5 PCI-Express Graphics Card""@en ""▷ Gigabyte Graph… | OcUK""@en ""GV-RX580GAMING-4GD, Boost: 1355MHz, Memory: 4096MB 7000MHz GDDR5, Stream Processors: 2304, DirectX 12 Support, AMD CrossFire, AMD Eyefinity, VR Ready Premium, 3 Years Warranty""@en "
1755049," ""AMD Ryzen 5 1400 Quad Core AM4 CPU/Processor with Wraith Stealth 65W cooler""@en cooler LN79706 - YD1400BBAEBOX | SCAN UK""@en","""AMD Ryzen™ 5 1400, S AM4, Quad Core, 8 Thread, 3.2GHz, 3.4GHz Turbo, 8MB Cache, 65W, CPU, Retail,+ Wraith Stealth Cooler ""@en ",Computers_and_Accessories,,," ""AMD Ryzen 5 1400 Quad Core AM4 CPU/Processor with Wraith Stealth 65W cooler""@en cooler LN79706 - YD1400BBAEBOX | SCAN UK""@en ""AMD Ryzen™ 5 1400, S AM4, Quad Core, 8 Thread, 3.2GHz, 3.4GHz Turbo, 8MB Cache, 65W, CPU, Retail,+ Wraith Stealth Cooler ""@en "
2417595," ""WD Purple 2TB 3.5"" SATA3 HD CCTV HDD/Hard Drive WD20PURZ""@en WD20PURZ LN82090 | SCAN UK""@en","""2TB WD Purple WD20PURZ, 3.5"" AV Surveillance HDD, SATA III - 6Gb/s, 5400rpm, 64MB Cache, NCQ, OEM                   ""@en ",Computers_and_Accessories,,," ""WD Purple 2TB 3.5"" SATA3 HD CCTV HDD/Hard Drive WD20PURZ""@en WD20PURZ LN82090 | SCAN UK""@en ""2TB WD Purple WD20PURZ, 3.5"" AV Surveillance HDD, SATA III - 6Gb/s, 5400rpm, 64MB Cache, NCQ, OEM                   ""@en "
17548966," ""Intel Core i5 6400 Skylake Desktop Processor/CPU""@en Processor/CPU LN65569 - BX80662I56400 | SCAN UK""@en","""Intel Core i5 6400, S 1151, Skylake, Quad Core, 2.7GHz, 3.3GHz Turbo, 6MB Cache, 950MHz GPU, 27x Ratio, 65W, CPU, Retail ""@en ",Computers_and_Accessories,,," ""Intel Core i5 6400 Skylake Desktop Processor/CPU""@en Processor/CPU LN65569 - BX80662I56400 | SCAN UK""@en ""Intel Core i5 6400, S 1151, Skylake, Quad Core, 2.7GHz, 3.3GHz Turbo, 6MB Cache, 950MHz GPU, 27x Ratio, 65W, CPU, Retail ""@en "
5770736," ""AMD Black Edition AMD FX 8350 / 4 GHz processor"" "" processor - FD8350FRHKBOX Add-In Processors (CPUs) CDW.com","""AMD FX processor unlocks maximum, unrestrained processing performance for extreme responsiveness you can see and feel."" ",Computers_and_Accessories,,"""$"", ""149.99"""," ""AMD Black Edition AMD FX 8350 / 4 GHz processor"" "" processor - FD8350FRHKBOX Add-In Processors (CPUs) CDW.com ""AMD FX processor unlocks maximum, unrestrained processing performance for extreme responsiveness you can see and feel."" "
16872480," ""Samsung 960 PRO 2TB MZ-V6P2T0BW""@es","""Disco Solido SSD, M.2 2280, PCIe 3.0 x4 NVMe, 2TB, controladora Samsung Polaris, memoria flash Samsung 48-Layer MLC V-NAND""@es ",Computers_and_Accessories,,," ""Samsung 960 PRO 2TB MZ-V6P2T0BW""@es ""Disco Solido SSD, M.2 2280, PCIe 3.0 x4 NVMe, 2TB, controladora Samsung Polaris, memoria flash Samsung 48-Layer MLC V-NAND""@es "
10730936," ""Lenovo Y700-15ISK i7-6700HQ 12GB 1TB Nvidia GTX960M 4GB 15.6 W10 Gaming""@es Idea 110-15ISK i3-6100u 8GB AMD Radeon R5 M430 2GB ... ""@es","""i7-6700HQ (4c; 8t) hasta 3.5GHz, 12GB RAM, 1TB HDD, 15.6"" IPS LED FullHD, nVidia GTX 960M (4GB DDR5), HDMI, sin Unidad Óptica, Wifi-ac, Bluetooth 4.0, 2 USB 3.0, Webcam HD720p, 2 altavoces + subwoofer JBL, Batería 4 celdas, Windows 10 Home 64-bit, color negro""@es ",Computers_and_Accessories,,," ""Lenovo Y700-15ISK i7-6700HQ 12GB 1TB Nvidia GTX960M 4GB 15.6 W10 Gaming""@es Idea 110-15ISK i3-6100u 8GB AMD Radeon R5 M430 2GB ... ""@es ""i7-6700HQ (4c; 8t) hasta 3.5GHz, 12GB RAM, 1TB HDD, 15.6"" IPS LED FullHD, nVidia GTX 960M (4GB DDR5), HDMI, sin Unidad Óptica, Wifi-ac, Bluetooth 4.0, 2 USB 3.0, Webcam HD720p, 2 altavoces + subwoofer JBL, Batería 4 celdas, Windows 10 Home 64-bit, color negro""@es "
13913785," ""DG0146FAMWL HP 146-GB 6G 10K 2.5 DP SAS"", ""Null"" ""New DG0146FAMWL SAS 10 Pack Wholesale Price DG0146FAMWL-10Pack""","""Description:10 x 146GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 10K Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s)
Option Part# 507125-B21
Spare Part# 507283-001
Assembly Part# 507119-001
Model# DG0146FAMWL"" ",Computers_and_Accessories,"""HP Enterprise""",," ""DG0146FAMWL HP 146-GB 6G 10K 2.5 DP SAS"", ""Null"" ""New DG0146FAMWL SAS 10 Pack Wholesale Price DG0146FAMWL-10Pack"" ""Description:10 x 146GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 10K Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s)
Option Part# 507125-B21
Spare Part# 507283-001
Assembly Part# 507119-001
Model# DG0146FAMWL"" "
7461241," ""ST31000524NS EQL 1TB 7.2K 3.5 SATA PS4000E"" ""Null"""," ""Description:5 x Dell EqualLogic 1-TB 7.2K RPM 3G(3Gb/s) 3.5-inch Serial ATA (SATA)Hot-Plug Hard Drive in EqualLogicPS4000 / PS5000 PS6000 series3.5-inch Hot-Plug Tray (as pictured)Genuine serial number and firmwareGenuine Certified DriveCompatible Storage Arrays:Dell PS4000 PS4000EDell PS5000E PS5500EDell PS6000EDell PS6010EPart Number(s) Part# 9JW154-536 2HR85 9CA158-056 Seagate ST31000524NS-EQL""",Computers_and_Accessories,"""EqualLogic""","""USD"", ""$1,401.55"""," ""ST31000524NS EQL 1TB 7.2K 3.5 SATA PS4000E"" ""Null""  ""Description:5 x Dell EqualLogic 1-TB 7.2K RPM 3G(3Gb/s) 3.5-inch Serial ATA (SATA)Hot-Plug Hard Drive in EqualLogicPS4000 / PS5000 PS6000 series3.5-inch Hot-Plug Tray (as pictured)Genuine serial number and firmwareGenuine Certified DriveCompatible Storage Arrays:Dell PS4000 PS4000EDell PS5000E PS5500EDell PS6000EDell PS6010EPart Number(s) Part# 9JW154-536 2HR85 9CA158-056 Seagate ST31000524NS-EQL"""
17448760," ""345021-B21 BL20P G2 Xeon 3.2GHz 1GB (2P"", ""Null"" Price 345021-B21"" (2P Wholesale 345021-B21","""Description:
Proliant BL20P G2 XEON3.2G 1M (2P) FC MEZZ BLADEHewlett-Packard Part# 345021-B21
"" ",Computers_and_Accessories,"""HP Enterprise""",," ""345021-B21 BL20P G2 Xeon 3.2GHz 1GB (2P"", ""Null"" Price 345021-B21"" (2P Wholesale 345021-B21 ""Description:
Proliant BL20P G2 XEON3.2G 1M (2P) FC MEZZ BLADEHewlett-Packard Part# 345021-B21
"" "
17390315," ""345020-B21 BL20P G2 Xeon 3.2GHz 1M (2P)"" ""Null"""," ""Description: BL20PG2 Xeon 3.2GHz 1M (2P) BladeHewlett-Packard Part# 345020-B21 """,Computers_and_Accessories,"""HP Enterprise""","""CAD"", ""$1,039.94 CAD"""," ""345020-B21 BL20P G2 Xeon 3.2GHz 1M (2P)"" ""Null""  ""Description: BL20PG2 Xeon 3.2GHz 1M (2P) BladeHewlett-Packard Part# 345020-B21 """
17408915," ""Null"" ""461826-B21 HP 2GB PC5300 (2x1GB) Kit"""," ""Description:Genuine HPE 2GB FBD PC2-5300 (2x1GB)Low Power Single Rank Memory KitPart Number(s) Option Part# 461826-B21""",Computers_and_Accessories,"""HP Enterprise""","""CAD"", ""$150.74 CAD"""," ""Null"" ""461826-B21 HP 2GB PC5300 (2x1GB) Kit""  ""Description:Genuine HPE 2GB FBD PC2-5300 (2x1GB)Low Power Single Rank Memory KitPart Number(s) Option Part# 461826-B21"""
17094787," ""249674-001 HP 256MB200MHz DDR PC1600 EC"" ""Null"""," ""Description:HP 256MB 200MHz DDR PC1600 ECC SDRAMPart Number(s)Part# 249674-001""",Computers_and_Accessories,"""HP Enterprise""","""USD"", ""$54.75"""," ""249674-001 HP 256MB200MHz DDR PC1600 EC"" ""Null""  ""Description:HP 256MB 200MHz DDR PC1600 ECC SDRAMPart Number(s)Part# 249674-001"""
6718076," ""Acer Aspire ES1-132-P194 - Business Notebook ""@de "" Acer R11 R3-131T-P81Z 2-in-1 Convertible B-Ware | Gebrauchtger�te ARLT Computer",,Computers_and_Accessories,,," ""Acer Aspire ES1-132-P194 - Business Notebook ""@de "" Acer R11 R3-131T-P81Z 2-in-1 Convertible B-Ware | Gebrauchtger�te ARLT Computer "
10920392," ""Corsair Vengeance LPX CMK32GX4M2A2133C13 - Prijzen ""@NL Tweakers""@NL",,Computers_and_Accessories,,," ""Corsair Vengeance LPX CMK32GX4M2A2133C13 - Prijzen ""@NL Tweakers""@NL "
15598354," ""HP 340769-001 20/40-GB Int SCSI DLT"", ""Null"" DLT Wholesale HP Price 340769-001""","""Description:Drive : 20/40GB DLT 4000 narrow Single-Ended SCSI-2 Internal Drive (Gray) - 5.25-inch form factor  full-height - Model TH5AA-HJ - For 'DLT4000' - Not for 'DLT4000E'Part Number(s)
Option Part# 340769-001"" ",Computers_and_Accessories,"""HP Enterprise""",," ""HP 340769-001 20/40-GB Int SCSI DLT"", ""Null"" DLT Wholesale HP Price 340769-001"" ""Description:Drive : 20/40GB DLT 4000 narrow Single-Ended SCSI-2 Internal Drive (Gray) - 5.25-inch form factor  full-height - Model TH5AA-HJ - For 'DLT4000' - Not for 'DLT4000E'Part Number(s)
Option Part# 340769-001"" "
